"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Gender","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","M",46,45,97.8,45,"*","*","*","*","*","*",21,46.7,18,40.0,39,86.7,284
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","F",36,36,100.0,36,0,0.0,"*","*","*","*",22,61.1,"*","*","*","*",262
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","M",30,29,96.7,29,"*","*","*","*","*","*",15,51.7,"*","*","*","*",260
"Stratford School District","=""1380011""","Chapel School","=""1380311""","F",38,38,100.0,38,"*","*","*","*",10,26.3,15,39.5,"*","*","*","*",238
"Stratford School District","=""1380011""","Chapel School","=""1380311""","M",43,42,97.7,42,"*","*","*","*",7,16.7,18,42.9,"*","*","*","*",234
"Stratford School District","=""1380011""","Franklin School","=""1380411""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*",229
"Stratford School District","=""1380011""","Lordship School","=""1380811""","M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","F",39,39,100.0,39,6,15.4,6,15.4,9,23.1,18,46.2,0,0.0,18,46.2,229
"Stratford School District","=""1380011""","Nichols School","=""1380911""","M",31,31,100.0,31,"*","*",7,22.6,6,19.4,11,35.5,"*","*","*","*",221
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","F",50,49,98.0,49,"*","*","*","*",12,24.5,19,38.8,"*","*","*","*",252
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","M",36,35,97.2,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",249
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","M",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","F",59,59,100.0,59,"*","*","*","*",11,18.6,27,45.8,15,25.4,42,71.2,270
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","M",44,43,97.7,43,"*","*","*","*",9,20.9,19,44.2,8,18.6,27,62.8,254
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","F",69,67,97.1,67,"*","*","*","*",13,19.4,33,49.3,13,19.4,46,68.7,266
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","M",76,76,100.0,76,"*","*","*","*",17,22.4,35,46.1,15,19.7,50,65.8,267
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","F",39,39,100.0,39,0,0.0,"*","*","*","*",25,64.1,6,15.4,31,79.5,266
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","M",35,35,100.0,35,"*","*","*","*","*","*",15,42.9,11,31.4,26,74.3,275
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","F",39,39,100.0,39,"*","*","*","*",8,20.5,15,38.5,"*","*","*","*",254
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","M",49,49,100.0,49,"*","*","*","*",10,20.4,24,49.0,"*","*","*","*",247
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","F",83,83,100.0,83,"*","*","*","*",9,10.8,41,49.4,30,36.1,71,85.5,286
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","M",99,99,100.0,99,"*","*","*","*",10,10.1,54,54.5,31,31.3,85,85.9,286
"Torrington School District","=""1430011""","East School","=""1430111""","F",29,28,96.6,28,0,0.0,"*","*","*","*",14,50.0,10,35.7,24,85.7,285
"Torrington School District","=""1430011""","East School","=""1430111""","M",28,27,96.4,27,0,0.0,0,0.0,"*","*",12,44.4,"*","*","*","*",278
"Torrington School District","=""1430011""","Forbes School","=""1430211""","F",26,26,100.0,26,"*","*","*","*","*","*",17,65.4,"*","*","*","*",264
"Torrington School District","=""1430011""","Forbes School","=""1430211""","M",41,41,100.0,41,"*","*","*","*","*","*",22,53.7,"*","*","*","*",271
"Torrington School District","=""1430011""","Southwest School","=""1430811""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","M",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*","*","*",268
"Torrington School District","=""1430011""","Torringford School","=""1430911""","F",60,60,100.0,60,"*","*",7,11.7,16,26.7,31,51.7,"*","*","*","*",252
"Torrington School District","=""1430011""","Torringford School","=""1430911""","M",68,67,98.5,67,"*","*",8,11.9,18,26.9,29,43.3,"*","*","*","*",246
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","F",29,29,100.0,29,"*","*","*","*",8,27.6,9,31.0,"*","*","*","*",227
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","M",37,37,100.0,37,"*","*","*","*",7,18.9,18,48.6,"*","*","*","*",256
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","F",43,43,100.0,43,0,0.0,0,0.0,"*","*",21,48.8,"*","*","*","*",296
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","M",46,46,100.0,46,"*","*","*","*","*","*",21,45.7,19,41.3,40,87.0,285
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","F",44,44,100.0,44,"*","*","*","*","*","*",15,34.1,18,40.9,33,75.0,277
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","M",53,53,100.0,53,"*","*","*","*","*","*",25,47.2,19,35.8,44,83.0,279
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","F",30,30,100.0,30,0,0.0,"*","*","*","*",11,36.7,16,53.3,27,90.0,299
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","M",38,38,100.0,38,"*","*","*","*","*","*",15,39.5,18,47.4,33,86.8,291
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","F",42,42,100.0,42,0,0.0,"*","*","*","*",7,16.7,30,71.4,37,88.1,309
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","M",40,40,100.0,40,0,0.0,"*","*","*","*",16,40.0,21,52.5,37,92.5,293
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","F",27,27,100.0,27,"*","*","*","*","*","*",11,40.7,8,29.6,19,70.4,272
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","M",38,38,100.0,38,0,0.0,"*","*","*","*",15,39.5,17,44.7,32,84.2,291
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","F",48,48,100.0,48,0,0.0,"*","*","*","*",25,52.1,17,35.4,42,87.5,283
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","M",47,47,100.0,47,"*","*","*","*","*","*",23,48.9,18,38.3,41,87.2,287
"Union School District","=""1450011""","Union Elementary School","=""1450111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","F",21,21,100.0,21,"*","*",0,0.0,"*","*","*","*","*","*","*","*",258
"Vernon School District","=""1460011""","Northeast School","=""1460311""","M",20,20,100.0,20,"*","*",6,30.0,"*","*","*","*","*","*","*","*",256
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","F",44,44,100.0,44,"*","*",9,20.5,10,22.7,18,40.9,"*","*","*","*",249
"Vernon School District","=""1460011""","Center Road School","=""1461411""","M",41,41,100.0,41,"*","*",6,14.6,13,31.7,15,36.6,"*","*","*","*",238
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","F",43,43,100.0,43,"*","*","*","*",6,14.0,20,46.5,6,14.0,26,60.5,255
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","M",53,53,100.0,53,"*","*","*","*",10,18.9,28,52.8,7,13.2,35,66.0,258
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","F",55,55,100.0,55,"*","*","*","*",14,25.5,27,49.1,"*","*","*","*",250
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","M",53,52,98.1,52,"*","*","*","*",10,19.2,26,50.0,"*","*","*","*",258
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","F",58,58,100.0,58,0,0.0,"*","*","*","*",25,43.1,20,34.5,45,77.6,279
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","M",62,62,100.0,62,"*","*","*","*",13,21.0,31,50.0,14,22.6,45,72.6,271
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","F",61,61,100.0,61,"*","*","*","*",12,19.7,32,52.5,12,19.7,44,72.1,268
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","M",63,63,100.0,63,"*","*","*","*",11,17.5,30,47.6,14,22.2,44,69.8,264
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""","F",22,22,100.0,22,"*","*",7,31.8,"*","*","*","*",0,0.0,"*","*",219
"Waterbury School District","=""1510011""","Washington School","=""1512311""","M",22,22,100.0,22,"*","*",8,36.4,"*","*","*","*",0,0.0,"*","*",205
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","F",24,24,100.0,24,11,45.8,6,25.0,"*","*","*","*",0,0.0,"*","*",199
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","M",28,28,100.0,28,10,35.7,9,32.1,"*","*","*","*",0,0.0,"*","*",203
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","F",44,44,100.0,44,"*","*","*","*",13,29.5,"*","*","*","*","*","*",226
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","M",35,35,100.0,35,"*","*","*","*",11,31.4,"*","*","*","*","*","*",200
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","F",57,57,100.0,57,21,36.8,10,17.5,14,24.6,12,21.1,0,0.0,12,21.1,207
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","M",67,67,100.0,67,18,26.9,15,22.4,20,29.9,"*","*","*","*",14,20.9,217
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","F",38,38,100.0,38,"*","*",13,34.2,13,34.2,"*","*",0,0.0,"*","*",204
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","M",40,40,100.0,40,11,27.5,"*","*",13,32.5,"*","*",0,0.0,"*","*",220
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","F",38,38,100.0,37,"*","*","*","*",13,35.1,12,32.4,0,0.0,12,32.4,230
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","M",37,37,100.0,37,"*","*",7,18.9,9,24.3,16,43.2,"*","*","*","*",234
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","F",23,23,100.0,23,7,30.4,"*","*",7,30.4,"*","*","*","*","*","*",215
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","M",28,28,100.0,28,8,28.6,"*","*",10,35.7,"*","*","*","*","*","*",216
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","F",39,39,100.0,39,"*","*","*","*",7,17.9,12,30.8,"*","*","*","*",226
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","M",44,44,100.0,44,"*","*","*","*",8,18.2,20,45.5,"*","*","*","*",247
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","F",26,26,100.0,26,6,23.1,"*","*",9,34.6,7,26.9,"*","*","*","*",228
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","M",30,30,100.0,30,7,23.3,"*","*",8,26.7,9,30.0,"*","*","*","*",223
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","F",28,28,100.0,28,13,46.4,"*","*",6,21.4,"*","*",0,0.0,"*","*",201
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","M",26,26,100.0,26,6,23.1,"*","*",6,23.1,"*","*",0,0.0,"*","*",208
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","F",37,37,100.0,37,6,16.2,8,21.6,14,37.8,9,24.3,0,0.0,9,24.3,220
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","M",68,68,100.0,68,"*","*",14,20.6,19,27.9,18,26.5,"*","*","*","*",226
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","F",37,37,100.0,37,16,43.2,9,24.3,"*","*","*","*",0,0.0,"*","*",198
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","M",29,29,100.0,29,14,48.3,10,34.5,"*","*","*","*",0,0.0,"*","*",186
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","F",22,22,100.0,22,"*","*",10,45.5,7,31.8,"*","*",0,0.0,"*","*",207
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","M",28,28,100.0,28,"*","*",6,21.4,10,35.7,"*","*","*","*","*","*",211
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","F",33,33,100.0,33,"*","*",10,30.3,"*","*",8,24.2,"*","*","*","*",236
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","M",32,32,100.0,32,"*","*",11,34.4,"*","*",9,28.1,"*","*","*","*",215
"Waterbury School District","=""1510011""","Regan School","=""1512811""","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*","*","*",229
"Waterbury School District","=""1510011""","Regan School","=""1512811""","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","F",35,35,100.0,35,"*","*","*","*",15,42.9,11,31.4,0,0.0,11,31.4,232
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","M",51,51,100.0,51,"*","*",9,17.6,6,11.8,27,52.9,"*","*","*","*",251
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","F",20,20,100.0,20,"*","*",10,50.0,0,0.0,"*","*",0,0.0,"*","*",207
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","M",28,28,100.0,28,"*","*",7,25.0,9,32.1,"*","*","*","*","*","*",232
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","F",40,40,100.0,40,"*","*","*","*",9,22.5,16,40.0,"*","*","*","*",248
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","M",56,56,100.0,56,"*","*","*","*",15,26.8,28,50.0,"*","*","*","*",246
"Waterbury School District","=""1510011""","Reed School","=""1513411""","F",23,23,100.0,23,"*","*",6,26.1,"*","*","*","*",0,0.0,"*","*",208
"Waterbury School District","=""1510011""","Reed School","=""1513411""","M",30,30,100.0,30,"*","*",6,20.0,"*","*","*","*","*","*","*","*",215
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""","M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","F",40,40,100.0,40,"*","*","*","*",8,20.0,19,47.5,"*","*","*","*",260
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","M",23,23,100.0,23,0,0.0,"*","*",8,34.8,8,34.8,"*","*","*","*",259
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","F",33,33,100.0,33,"*","*","*","*","*","*",18,54.5,"*","*","*","*",268
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","M",35,34,97.1,34,"*","*","*","*","*","*",19,55.9,"*","*","*","*",265
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","F",33,33,100.0,33,"*","*",0,0.0,"*","*",18,54.5,"*","*","*","*",262
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","M",33,33,100.0,33,"*","*","*","*","*","*",18,54.5,"*","*","*","*",266
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","F",34,34,100.0,34,"*","*","*","*",8,23.5,12,35.3,9,26.5,21,61.8,258
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","M",55,55,100.0,55,"*","*","*","*",11,20.0,30,54.5,9,16.4,39,70.9,263
"Watertown School District","=""1530011""","Polk School","=""1530411""","F",61,61,100.0,61,"*","*","*","*",12,19.7,34,55.7,9,14.8,43,70.5,261
"Watertown School District","=""1530011""","Polk School","=""1530411""","M",60,60,100.0,60,"*","*","*","*",13,21.7,24,40.0,14,23.3,38,63.3,262
"West Hartford School District","=""1550011""","Smith School","=""1551711""","F",24,24,100.0,24,"*","*",0,0.0,"*","*",11,45.8,8,33.3,19,79.2,282
"West Hartford School District","=""1550011""","Smith School","=""1551711""","M",36,36,100.0,36,"*","*","*","*","*","*",16,44.4,10,27.8,26,72.2,275
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","F",31,31,100.0,31,"*","*","*","*","*","*",12,38.7,11,35.5,23,74.2,276
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","M",26,26,100.0,26,0,0.0,0,0.0,"*","*","*","*",13,50.0,"*","*",292
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","F",46,46,100.0,46,0,0.0,"*","*","*","*",25,54.3,14,30.4,39,84.8,284
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","M",33,33,100.0,33,0,0.0,"*","*","*","*",18,54.5,10,30.3,28,84.8,282
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",242
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","M",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",264
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","F",41,41,100.0,41,"*","*",0,0.0,"*","*",16,39.0,16,39.0,32,78.0,282
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","M",44,44,100.0,44,"*","*","*","*","*","*",22,50.0,13,29.5,35,79.5,270
"West Hartford School District","=""1550011""","Morley School","=""1550911""","F",24,24,100.0,24,0,0.0,"*","*","*","*",8,33.3,13,54.2,21,87.5,300
"West Hartford School District","=""1550011""","Morley School","=""1550911""","M",35,34,97.1,34,"*","*","*","*","*","*",14,41.2,9,26.5,23,67.6,265
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","F",32,32,100.0,32,"*","*","*","*","*","*",19,59.4,"*","*","*","*",271
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","M",33,33,100.0,33,0,0.0,"*","*","*","*",25,75.8,"*","*","*","*",271
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","F",42,41,97.6,41,"*","*","*","*",9,22.0,22,53.7,"*","*","*","*",260
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","M",28,28,100.0,28,"*","*",0,0.0,6,21.4,15,53.6,"*","*","*","*",251
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","F",40,40,100.0,40,0,0.0,"*","*","*","*",19,47.5,13,32.5,32,80.0,285
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","M",38,38,100.0,38,"*","*","*","*","*","*",20,52.6,8,21.1,28,73.7,270
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","F",35,35,100.0,35,"*","*",0,0.0,"*","*",19,54.3,11,31.4,30,85.7,281
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","M",38,38,100.0,38,"*","*","*","*","*","*",17,44.7,9,23.7,26,68.4,266
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","F",34,34,100.0,34,0,0.0,"*","*","*","*",14,41.2,6,17.6,20,58.8,260
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","M",36,36,100.0,36,"*","*","*","*","*","*",20,55.6,11,30.6,31,86.1,279
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","F",257,257,100.0,257,13,5.1,30,11.7,82,31.9,107,41.6,25,9.7,132,51.4,250
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","M",227,225,99.1,225,17,7.6,32,14.2,49,21.8,90,40.0,37,16.4,127,56.4,253
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","F",21,21,100.0,21,0,0.0,"*","*","*","*",12,57.1,"*","*","*","*",269
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","M",39,39,100.0,39,"*","*","*","*","*","*",18,46.2,"*","*","*","*",265
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","F",96,94,97.9,94,0,0.0,"*","*","*","*",37,39.4,45,47.9,82,87.2,297
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","M",86,86,100.0,86,0,0.0,"*","*","*","*",38,44.2,40,46.5,78,90.7,296
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","F",37,37,100.0,37,0,0.0,"*","*","*","*",17,45.9,15,40.5,32,86.5,289
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","M",54,54,100.0,54,0,0.0,"*","*","*","*",23,42.6,25,46.3,48,88.9,295
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","F",45,45,100.0,45,0,0.0,"*","*","*","*",27,60.0,14,31.1,41,91.1,281
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","M",34,34,100.0,34,0,0.0,"*","*","*","*",18,52.9,12,35.3,30,88.2,286
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","F",44,44,100.0,44,0,0.0,"*","*","*","*",23,52.3,7,15.9,30,68.2,265
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","M",31,31,100.0,31,0,0.0,0,0.0,"*","*",15,48.4,"*","*","*","*",289
"Westport School District","=""1580011""","Long Lots School","=""1580711""","F",51,51,100.0,51,"*","*",0,0.0,"*","*",30,58.8,19,37.3,49,96.1,288
"Westport School District","=""1580011""","Long Lots School","=""1580711""","M",62,62,100.0,62,0,0.0,0,0.0,"*","*",31,50.0,"*","*","*","*",300
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","F",45,44,97.8,44,0,0.0,"*","*","*","*",25,56.8,11,25.0,36,81.8,278
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","M",49,49,100.0,49,0,0.0,"*","*","*","*",22,44.9,18,36.7,40,81.6,289
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","F",20,20,100.0,20,0,0.0,"*","*","*","*",10,50.0,"*","*","*","*",277
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","M",30,30,100.0,30,0,0.0,"*","*","*","*",15,50.0,"*","*","*","*",264
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","F",22,22,100.0,22,0,0.0,"*","*","*","*",11,50.0,8,36.4,19,86.4,284
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","M",29,29,100.0,29,"*","*","*","*","*","*",13,44.8,8,27.6,21,72.4,269
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","F",30,30,100.0,30,"*","*",0,0.0,"*","*",13,43.3,"*","*","*","*",272
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","M",24,24,100.0,24,"*","*","*","*","*","*",12,50.0,"*","*","*","*",266
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","F",33,33,100.0,33,0,0.0,0,0.0,6,18.2,14,42.4,13,39.4,27,81.8,286
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","M",30,30,100.0,30,0,0.0,"*","*","*","*",14,46.7,9,30.0,23,76.7,279
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
